business_name,telephone,business_page,category,website,street,locality,region,zipcode
Church of The Atonement,(631) 653-6296,https://www.yellowpages.com/riverhead-ny/mip/church-of-the-atonement-474697054,"Religious Organizations,Episcopal Churches,Churches & Places of Worship",,17 Quogue Ave,Riverhead,NY,11901
Lamb's Chapel,(631) 874-4180,https://www.yellowpages.com/center-moriches-ny/mip/lambs-chapel-675929,"Religious Organizations,Churches & Places of Worship,Non-Denominational Churches",http://lambschapel.net,25 Frowein Rd Ste 6,Center Moriches,NY,11934
Mile Creek School,(860) 434-2209,https://www.yellowpages.com/old-lyme-ct/mip/mile-creek-school-20611572,"Public Schools,Preschools & Kindergarten,Schools",https://www.region18.org,205 Mile Creek Rd,Old Lyme,CT,06371
Middleburgh Central School District,(518) 827-6588,https://www.yellowpages.com/middleburgh-ny/mip/middleburgh-central-school-district-19595367,"Public Schools,Schools",,Tax Collector,Middleburgh,NY,12122
Milford Academy Inc,(607) 847-9260,https://www.yellowpages.com/sherburne-ny/mip/milford-academy-inc-3309543,"Public Schools,Schools,Educational Services",http://milfordacademy.org,7 School St,Sherburne,NY,13460
Hamilton Elementary School,(716) 874-8419,https://www.yellowpages.com/tonawanda-ny/mip/hamilton-elementary-school-5257018,"Public Schools,Schools,Preschools & Kindergarten",http://www.kenton.k12.ny.us/kentonhae,44 Westfall Dr,Tonawanda,NY,14150
Lutheran House,(716) 357-2135,https://www.yellowpages.com/chautauqua-ny/mip/lutheran-house-4794344,"Religious Organizations,Lutheran Churches,Churches & Places of Worship",http://lutheranhouse.org,Clark & Peck Ave,Chautauqua,NY,14722
St Johns Church,(315) 375-6571,https://www.yellowpages.com/morristown-ny/mip/st-johns-church-11257759,Religious Organizations,,508 Gouverneur St,Morristown,NY,13664
Norwood-Norfolk Central School District,(315) 353-6631,https://www.yellowpages.com/norwood-ny/mip/norwood-norfolk-central-school-district-5968087,"Public Schools,Schools,Educational Services",http://www.nncsk12.org,Norfolk Rd,Norwood,NY,13668
Reber United Methodist Church,(518) 963-7178,https://www.yellowpages.com/willsboro-ny/mip/reber-united-methodist-church-516996876,"Religious Organizations,Methodist Churches,Churches & Places of Worship",https://www.unyumc.org,214 Reber Rd,Willsboro,NY,12996
Knox Junior High School,(518) 762-3711,https://www.yellowpages.com/johnstown-ny/mip/knox-junior-high-school-1616267,"Public Schools,Schools",http://www.johnstownschools.org/knox-jr-high,400 S Perry St,Johnstown,NY,12095
Baha'i Faith,(607) 638-9016,https://www.yellowpages.com/schenevus-ny/mip/bahai-faith-488145000,"Religious Organizations,Baha'i Places of Worship,Churches & Places of Worship",,1088 County Highway 34,Schenevus,NY,12155
Adirondack Christian Day School,(518) 946-2487,https://www.yellowpages.com/wilmington-ny/mip/adirondack-christian-day-school-459489162,"Public Schools,Schools,Child Care",,6065 Nys Route 86,Wilmington,NY,12997
Orient Congregational Church,(631) 323-2665,https://www.yellowpages.com/orient-ny/mip/orient-congregational-church-11208365,"Religious Organizations,Congregational Churches,Churches & Places of Worship",http://www.orientcong.org,23045 Main Rd,Orient,NY,11957
Interfaith Works Inc,(315) 449-3552,https://www.yellowpages.com/syracuse-ny/mip/interfaith-works-inc-504005729,"Religious Organizations,Charities,Churches & Places of Worship",http://www.interfaithworkscny.org,1010 James St,Syracuse,NY,13203
Binghamton City School District,(607) 762-8287,https://www.yellowpages.com/binghamton-ny/mip/binghamton-city-school-district-493599493,"Public Schools,Preschools & Kindergarten,Schools",http://www.binghamtonschools.org,262 Conklin Ave,Binghamton,NY,13903
Wellsville Alliance Church,(585) 593-5882,https://www.yellowpages.com/wellsville-ny/mip/wellsville-alliance-church-467399216,"Religious Organizations,Christian Churches,Churches & Places of Worship",http://www.crosstownalliance.com,450 N Highland Ave,Wellsville,NY,14895
Charles F Johnson Elementary,(607) 757-2137,https://www.yellowpages.com/endicott-ny/mip/charles-f-johnson-elementary-5431413,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.uek12.org/CFJ.aspx,715 Paden St,Endicott,NY,13760
Fresh Fire Worship Center,(716) 806-1233,https://www.yellowpages.com/olean-ny/mip/fresh-fire-worship-center-537745551,Religious Organizations,http://www.freshfirewc.org,3036 Nys Route 417,Olean,NY,14760
Morrisville Community Presbyterian Church,(315) 684-3314,https://www.yellowpages.com/morrisville-ny/mip/morrisville-community-presbyterian-church-462673931,"Religious Organizations,Community Churches,Churches & Places of Worship",http://morrisvillechurch.org,3824 Swamp Rd,Morrisville,NY,13408
Lapc Lofts,(716) 262-0158,https://www.yellowpages.com/buffalo-ny/mip/lapc-lofts-504006669,"Religious Organizations,Churches & Places of Worship",,598 Lafayette Ave,Buffalo,NY,14222
Livonia Intermediate School,(585) 346-4000,https://www.yellowpages.com/livonia-ny/mip/livonia-intermediate-school-20037435,"Public Schools,Schools,Elementary Schools",http://www.livoniacsd.org,2 School St,Livonia,NY,14487
Yeshiva Ohel Shaim Inc,(718) 384-2463,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ohel-shaim-inc-15039213,Schools,http://www.kaalov.org,167 Penn St,Brooklyn,NY,11211
Yeshiva Tashbar,(518) 589-7701,https://www.yellowpages.com/elka-park-ny/mip/yeshiva-tashbar-482956384,Schools,,57 Dale Ln,Elka Park,NY,12427
Clifton Fine Central School Bus Garage,(315) 848-3333,https://www.yellowpages.com/star-lake-ny/mip/clifton-fine-central-school-bus-garage-473211242,"Public Schools,Schools,Educational Services",http://www.cliftonfine.org,11 Hall Ave,Star Lake,NY,13690
Ariel Ministries,(518) 834-5020,https://www.yellowpages.com/keeseville-ny/mip/ariel-ministries-16749773,"Religious Organizations,Churches & Places of Worship",https://www.ariel.org,838 Trout Pond Rd,Keeseville,NY,12944
Niagara Falls City School District,(716) 278-5860,https://www.yellowpages.com/niagara-falls-ny/mip/niagara-falls-city-school-district-4858263,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.nfschools.net/Domain/948,2513 Niagara St,Niagara Falls,NY,14303
St Basils Melkite Catholic Church,(315) 732-4662,https://www.yellowpages.com/utica-ny/mip/st-basils-melkite-catholic-church-7899850,"Religious Organizations,Catholic Churches,Churches & Places of Worship",http://stbasilutica.org,901 Sherman Dr,Utica,NY,13501
Durgee Junior High School,(315) 638-6086,https://www.yellowpages.com/baldwinsville-ny/mip/durgee-junior-high-school-464932676,"Public Schools,Schools",http://www.bville.org/durgee,29 E Oneida St,Baldwinsville,NY,13027
Lackawanna City School District,(716) 821-5610,https://www.yellowpages.com/buffalo-ny/mip/lackawanna-city-school-district-17005494,"Public Schools,Schools,Elementary Schools",http://www.lackawannaschools.org,245 S Shore Blvd,Buffalo,NY,14218
Raquette Lake Union Free District,(315) 354-4733,https://www.yellowpages.com/raquette-lake-ny/mip/raquette-lake-union-free-district-459672238,"Public Schools,Schools",http://www.fehb.org/raquette.htm,115 State Route 28,Raquette Lake,NY,13436
Gideons International,(716) 631-3655,https://www.yellowpages.com/buffalo-ny/mip/gideons-international-1907405,"Religious Organizations,Bibles",http://gideons.org,25 California Dr,Buffalo,NY,14221
Forest Elementary School,(716) 626-9800,https://www.yellowpages.com/buffalo-ny/mip/forest-elementary-school-1465110,"Public Schools,Elementary Schools,Preschools & Kindergarten",https://www.williamsvillek12.org,250 N Forest Rd,Buffalo,NY,14221
Park School Foundation of Buffalo,(716) 839-1242,https://www.yellowpages.com/buffalo-ny/mip/park-school-foundation-of-buffalo-7087107,"Public Schools,Educational Services,Schools",https://www.theparkschool.org,4625 Harlem Rd,Buffalo,NY,14226
Cape Vincent Elementary School,(315) 654-2142,https://www.yellowpages.com/cape-vincent-ny/mip/cape-vincent-elementary-school-537474690,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://1000islandsschools.org,410 State Route 12e,Cape Vincent,NY,13618
East Moriches Middle School,(631) 878-0162,https://www.yellowpages.com/east-moriches-ny/mip/east-moriches-middle-school-467503407,"Public Schools,Schools,Government Offices",http://www.emoschools.org,9 Adelaide Ave,East Moriches,NY,11940
Notre Dame Schools,(315) 732-4374,https://www.yellowpages.com/utica-ny/mip/notre-dame-schools-460554087,"Public Schools,Schools,Private Schools (K-12)",http://www.notredameutica.org,11 Barton Ave,Utica,NY,13502
Susquehanna Elementary School,(570) 853-4921,https://www.yellowpages.com/susquehanna-pa/mip/susquehanna-elementary-school-8562947,"Public Schools,Elementary Schools,Schools",http://www.scschools.org,Turnpike St,Susquehanna,PA,18847
Loaves and Fish Food Pantry,(607) 724-5304,https://www.yellowpages.com/binghamton-ny/mip/loaves-and-fish-food-pantry-458772481,Religious Organizations,,22 1/2 Mill Rd,Binghamton,NY,13901
Poultney Elementary School,(802) 287-5212,https://www.yellowpages.com/poultney-vt/mip/poultney-elementary-school-382274,"Public Schools,Schools,Preschools & Kindergarten",http://www.rswsu.org,96 School Cir,Poultney,VT,05764
Malletts Bay School,(802) 264-5900,https://www.yellowpages.com/colchester-vt/mip/malletts-bay-school-11476903,Public Schools,http://www.csdvt.org/mbs,609 Blakely Rd,Colchester,VT,05446
St Therese's Academy,(315) 328-4027,https://www.yellowpages.com/north-lawrence-ny/mip/st-thereses-academy-7830819,"Public Schools,Schools,Educational Services",,68 County Route 55,North Lawrence,NY,12967
Christian Worship Ctr Wny,(716) 672-6262,https://www.yellowpages.com/fredonia-ny/mip/christian-worship-ctr-wny-509194680,"Religious Organizations,Churches & Places of Worship",http://cwcwesternny.com,101 Eagle St,Fredonia,NY,14063
St Nicholas Parish Hall,(315) 252-1690,https://www.yellowpages.com/auburn-ny/mip/st-nicholas-parish-hall-466698745,"Religious Organizations,Churches & Places of Worship",,28 Cross St,Auburn,NY,13021
New Life Center,(716) 407-3252,https://www.yellowpages.com/clarence-ny/mip/new-life-center-505395315,Religious Organizations,,10255 Main St,Clarence,NY,14031
Church Planters To America,(607) 276-6072,https://www.yellowpages.com/almond-ny/mip/church-planters-to-america-28762335,Religious Organizations,http://cpamission.org,5 Buckley Ln,Almond,NY,14804
Central Square Board-Education,(315) 668-4220,https://www.yellowpages.com/central-square-ny/mip/central-square-board-education-462719336,"Public Schools,Schools",,642 S Main St,Central Square,NY,13036
Buffalo Public Schools,(716) 816-3777,https://www.yellowpages.com/buffalo-ny/mip/buffalo-public-schools-5012145,"Public Schools,Government Offices,Schools",http://www.buffaloschools.org,33 Ash St,Buffalo,NY,14204
Yeshiva Gedolah Zichron Mayir,(845) 434-5328,https://www.yellowpages.com/mountain-dale-ny/mip/yeshiva-gedolah-zichron-mayir-1265662,"Schools,Private Schools (K-12)",,35 Woodridge Rd,Mountain Dale,NY,12763
Yeshiva University,(646) 592-4000,https://www.yellowpages.com/new-york-ny/mip/yeshiva-university-465576134,"Colleges & Universities,Schools",http://www.yu.edu,215 Lexington Ave Rm 1501,New York,NY,10016
Lorraine Elementary School,(716) 816-4809,https://www.yellowpages.com/buffalo-ny/mip/lorraine-elementary-school-16257163,"Public Schools,Elementary Schools",https://www.buffaloschools.org,71 Lorraine Ave,Buffalo,NY,14220
Bridge Maintenance,(607) 637-3570,https://www.yellowpages.com/hancock-ny/mip/bridge-maintenance-9353905,Religious Organizations,,135 Sands Creek Rd,Hancock,NY,13783
Main Street Baptist Church,(607) 432-5712,https://www.yellowpages.com/oneonta-ny/mip/main-street-baptist-church-3237789,"Religious Organizations,Baptist Churches,Churches & Places of Worship",http://www.msbchurch.org,333 Main St,Oneonta,NY,13820
Cazenovia Central School District,(315) 655-1326,https://www.yellowpages.com/cazenovia-ny/mip/cazenovia-central-school-district-455355495,"Public Schools,Government Offices",,US Route 20 E,Cazenovia,NY,13035
St Mark's Parish Center,(413) 445-4506,https://www.yellowpages.com/pittsfield-ma/mip/st-marks-parish-center-10439328,"Public Schools,Schools",,400 Columbus Ave Ste 1,Pittsfield,MA,01201
Yeshiva Rabbi Chaim Berlin,(718) 377-0777,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-rabbi-chaim-berlin-533131066,"Colleges & Universities,Schools",,1603 Coney Island Ave,Brooklyn,NY,11230
Fredonia Central School District,(716) 679-0002,https://www.yellowpages.com/fredonia-ny/mip/fredonia-central-school-district-503681940,"Public Schools,Schools,Elementary Schools",http://www.fredonia.wnyric.org,75 Chestnut St,Fredonia,NY,14063
Moriches Bible Protestant Church,(631) 878-1066,https://www.yellowpages.com/moriches-ny/mip/moriches-bible-protestant-church-17683467,"Religious Organizations,Bible Churches,Interdenominational Churches",,289 Montauk Hwy,Moriches,NY,11955
Jamestown Public Schools,(716) 483-4408,https://www.yellowpages.com/jamestown-ny/mip/jamestown-public-schools-453388052,"Public Schools,Schools",http://www.jamestownpublicschools.org,41 Hebner St,Jamestown,NY,14701
Victory Christian Center,(716) 438-7306,https://www.yellowpages.com/lockport-ny/mip/victory-christian-center-505032788,"Religious Organizations,Churches & Places of Worship,Full Gospel Churches",http://www.vcclockport.com,140 Genesee St,Lockport,NY,14094
Our Lady Of Czestochowa Parish,(716) 693-3822,https://www.yellowpages.com/north-tonawanda-ny/mip/our-lady-of-czestochowa-parish-10348906,"Religious Organizations,Catholic Churches,Churches & Places of Worship",https://nt-olc.org,64 Center Ave,North Tonawanda,NY,14120
Stanford Gibson School,(607) 334-1600,https://www.yellowpages.com/norwich-ny/mip/stanford-gibson-school-482728401,Public Schools,https://www.norwichcsd.org/stanfordgibsonprimary_home.aspx,89 Midland Dr,Norwich,NY,13815
Pavilion Central School District,(585) 584-3115,https://www.yellowpages.com/pavilion-ny/mip/pavilion-central-school-district-458672484,Public Schools,http://www.pavilioncsd.org,7014 Big Tree Rd,Pavilion,NY,14525
Yeshiva Mesivta Menachem,(718) 761-4480,https://www.yellowpages.com/staten-island-ny/mip/yeshiva-mesivta-menachem-9620976,Religious Organizations,,289 Harold St,Staten Island,NY,10314
Home City Church,(716) 391-1002,https://www.yellowpages.com/depew-ny/mip/home-city-church-526079424,"Religious Organizations,Churches & Places of Worship",http://www.homecitychurch.com,86 Burlington Ave,Depew,NY,14043
Shaarei Torah Orthodox Congrogation of Syracuse,(315) 446-6194,https://www.yellowpages.com/syracuse-ny/mip/shaarei-torah-orthodox-congrogation-of-syracuse-4128805,"Religious Organizations,Orthodox Churches,Churches & Places of Worship",https://www.stocsyracuse.org/STOCS/Welcome.html,4313 E Genesee St,Syracuse,NY,13214
R L Forrester,(716) 741-2500,https://www.yellowpages.com/clarence-center-ny/mip/r-l-forrester-467506670,"Religious Organizations,Churches & Places of Worship",,7700 Goodrich Rd,Clarence Center,NY,14032
Vestal Central School District,(607) 786-8554,https://www.yellowpages.com/endicott-ny/mip/vestal-central-school-district-466974947,Public Schools,http://www.btboces.org,100 Marshall Dr,Endicott,NY,13760
Our Lady Of The Blessed Sacrament School,(716) 685-2544,https://www.yellowpages.com/depew-ny/mip/our-lady-of-the-blessed-sacrament-school-462456816,"Public Schools,Schools,Educational Services",http://www.olbsdepew.org,20 French Rd,Depew,NY,14043
Ogdensburg City School District,(315) 393-0900,https://www.yellowpages.com/ogdensburg-ny/mip/ogdensburg-city-school-district-544626,"Public Schools,Educational Services,Schools",http://www.ogdensburgk12.org,1100 State St,Ogdensburg,NY,13669
William Nottingham High School,(315) 435-4380,https://www.yellowpages.com/syracuse-ny/mip/william-nottingham-high-school-454768261,"Public Schools,Schools",http://www.syracusecityschools.com/districtpage.cfm?pageid=41,3100 E Genesee St,Syracuse,NY,13224
Lafayette Central School District,(315) 504-1000,https://www.yellowpages.com/la-fayette-ny/mip/lafayette-central-school-district-462786899,"Public Schools,Schools",http://lafayetteschools.org,5940 Feather Dr,La Fayette,NY,13084
St Francis Church,(607) 659-5959,https://www.yellowpages.com/candor-ny/mip/st-francis-church-1099149,"Religious Organizations,Catholic Churches,Churches & Places of Worship",,RR 96,Candor,NY,13743
Falconer Central School,(716) 267-3255,https://www.yellowpages.com/kennedy-ny/mip/falconer-central-school-466572767,"Public Schools,Educational Services,Schools",,Grubb Hill Rd,Kennedy,NY,14747
